amount_zscore,is_recurrent_client,hour,is_outside_iqr,status_completada,status_fallida,status_pendiente,anomaly_score
-0.7585656685579524,1,1,0,True,False,False,-0.5556315703004332
-0.1074703418047453,1,8,0,True,False,False,-0.3861143059584865
1.4686857220250196,1,9,1,True,False,False,-0.5793431640089354
-0.6220579381021079,1,11,0,True,False,False,-0.387026182637249
0.1512958779320119,1,11,0,True,False,False,-0.3743421498062396
0.577348189062466,1,12,0,True,False,False,-0.39599735452809703
-0.1809014313262262,0,12,0,True,False,False,-0.4350313540317896
0.6950469211674012,1,13,0,True,False,False,-0.4001336532724228
0.0394868321793823,1,13,0,True,False,False,-0.36551024409858546
0.8650878658549178,1,13,0,True,False,False,-0.4255320286583319
-0.0453436502820437,1,14,0,True,False,False,-0.36240954951714616
-0.834751611373253,0,17,0,True,False,False,-0.47056377580205766
-0.5902346328114271,1,17,0,True,False,False,-0.38601073380481427
-0.7881090952606437,1,18,0,True,False,False,-0.40877070930905507
0.1202325321706612,1,18,0,True,False,False,-0.3812025243599212
0.1227973955821487,1,18,0,True,False,False,-0.3812025243599212
-0.6914042451534413,1,8,0,True,False,False,-0.4152774938186686
0.5532194740062489,1,9,0,True,False,False,-0.4167211413287889
0.0539260632366461,1,12,0,True,False,False,-0.36552345705258854
0.0260925454749466,1,12,0,True,False,False,-0.36624772396555827
2.3277249749910607,0,13,1,True,False,False,-0.6100240151158938
-1.155169547926881,0,13,1,True,False,False,-0.5831177306741744
-0.3668065311885001,1,15,0,True,False,False,-0.36904567153791756
-0.2004703892064656,1,18,0,True,False,False,-0.37662734621835425
-0.7018536886817245,1,20,0,True,False,False,-0.4071874104848359
0.1859690314576788,1,20,0,True,False,False,-0.38925535367124714
-0.9562501411248364,0,21,0,True,False,False,-0.5409697640481433
0.6149661857642857,1,13,0,True,False,False,-0.39745717686320836
0.5597741249467174,0,13,0,True,False,False,-0.47393198860959973
-0.1985704903831412,1,18,0,True,False,False,-0.37662734621835425
-0.689884326094782,1,20,0,True,False,False,-0.40660478009303797
5.113451624690184,0,20,1,True,False,False,-0.6721613580427173
-0.8990631865427776,1,5,0,True,False,False,-0.5179505470715046
6.868958137441754,0,8,1,True,False,False,-0.6757828381507931
0.2069629134554114,0,10,0,True,False,False,-0.45033948466412527
0.5196862597745763,1,16,0,True,False,False,-0.38698365484383773
-0.1184897549800257,0,21,0,True,False,False,-0.48514906832104954
-1.0158119692360503,1,5,0,True,False,False,-0.5364378722077718
0.0682702993527441,1,9,0,True,False,False,-0.38190278920890375
0.3727290857904486,1,9,0,True,False,False,-0.3976733074169044
-0.2037002172061165,0,10,0,True,False,False,-0.4422427342996793
-0.7706300260860609,1,12,0,True,False,False,-0.39788762796805344
0.1364766671100833,1,13,0,True,False,False,-0.3677404756905372
-0.5421671925813248,0,14,0,True,False,False,-0.4472804740882284
-0.6547361978632842,0,17,0,True,False,False,-0.4502258252378235
-0.1486031513297146,1,17,0,True,False,False,-0.3665001129877177
-0.3198790302523921,1,19,0,True,False,False,-0.3796626627119839
-0.2134846961462362,0,19,0,True,False,False,-0.44215118414682447
0.2674746909782875,1,20,0,True,False,False,-0.3909580605673342
-0.8283869503151169,1,2,0,True,False,False,-0.5496632986941419
-0.6651856413915673,0,13,0,True,False,False,-0.45947545198576506
0.6564789750539197,1,14,0,True,False,False,-0.3941430427242334
0.9981757784287788,1,15,0,True,False,False,-0.43923636585014136
0.2303316689822992,1,19,0,True,False,False,-0.3796712586447523
0.3202918782667006,0,20,0,True,False,False,-0.4749207112636376
0.0927789941736262,0,21,0,True,False,False,-0.49305839561846365
-0.0005060380515923,1,23,0,True,False,False,-0.46042899466479936
0.2437259556867349,1,4,0,True,False,False,-0.47553733147021676
-0.1604775189754909,0,4,0,True,False,False,-0.5449551673750137
-1.1651440167493332,1,8,1,True,False,False,-0.5826197074745139
0.2647198376844675,1,13,0,True,False,False,-0.3687933538706155
-0.8159426130223434,1,14,0,True,False,False,-0.40453550539364114
-0.3658565817768381,1,16,0,True,False,False,-0.36907020803789237
-1.3487692380236185,1,17,1,True,False,False,-0.5495230370625813
-0.4986595095272003,1,18,0,True,False,False,-0.38785816398011486
0.5657588062401886,1,19,0,True,False,False,-0.40011605933592065
-0.9002031258367721,0,19,0,True,False,False,-0.4935900418251585
-0.7378567713837184,0,19,0,True,False,False,-0.4649772463036906
-0.1499330805060414,0,20,0,True,False,False,-0.4632065108236443
